Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y,first_isbn,api_title,api_authors,api_publisher,api_published_date,api_description,api_categories,api_thumbnail
Maux d'artistes : ce que cachent les oeuvres /,"Dieguez, Sebastian",9782842451011; 2842451015,Belin Pour la science,artiste--création--maladie - influence exercée; Art et maladies mentales; Psychanalyse et arts,14932,9782842451011,,,,"maux d'artistes : ce que cachent les oeuvres / dieguez, sebastian artiste--création--maladie - influence exercée; art et maladies mentales; psychanalyse et arts ",,9782842451011,,,,,,,
L'été de tous les possibles /,"Niven, Jennifer",9782075152631; 2075152632,Gallimard Jeunesse,Premier amour; Divorce; Roman pour la jeunesse; Roman sentimental pour la jeunesse,14933,9782075152631,,,,"l'été de tous les possibles / niven, jennifer premier amour; divorce; roman pour la jeunesse; roman sentimental pour la jeunesse ",,9782075152631,,,,,,,
Diary of a confused feminist /,"Weston, Kate",9781444955040; 1444955047,Hodder Children's Books,,14934,9781444955040,,,,"diary of a confused feminist / weston, kate  ",,9781444955040,Diary of a Confused Feminist,Kate Weston,Hodder Children's Books,2020-02-06,"Meet Kat Evans: Feminist. Overthinker. Hot mess. A hilarious antidote to our Insta-perfect world, Diary of a Confused Feminist is for girls who want to do it right but always feel they're getting it wrong ... 15-year-old Kat wants to do GOOD FEMINISM, although she's not always sure what that means. She also wants to be a writer, get together with Hot Josh (is this a feminist ambition?), win at her coursework and not make a TOTAL EMBARRASSMENT of herself at all times. But the path to true feminism is filled with mortifying incidents, muddling moments and Instagram hell. And it doesn't help that Hot Josh is just, well, properly, distractingly hot. And when everything at school starts to get a bit too much, Kat knows she's lost her way, and the only way forward is to ask for help ... Bold, authentic and laugh-out-loud funny, Kat's diary fearlessly navigates her way through life, love and teenage anxiety. 'Holly Bourne fans should love this uproarious debut by standup comic Weston' Guardian 'This book will make you laugh out loud' - Sunday Times Book of the Week",Juvenile Nonfiction,http://books.google.com/books/content?id=njyoyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Un jour /,"Nicholls, David, 1966-",9782266224161; 2266224166,Pocket,,14935,9782266224161,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 665}",,[],"un jour / nicholls, david, 1966-  ",,9782266224161,Un jour,David Nicholls,Pocket,2020-05-28,,,
"L'addiction chez les adolescents : [psychologie de la conduite addictive : cannabis, tabac, alcool, alimentation, jeux vidéo, jeux d'argent] /",,9782353272440; 2353272444,De Boeck-Solal,Dépendance (psychologie); Adolescents; Toxicomanie; Dépendance à Internet; Jeu pathologique,14936,9782353272440,,,,"l'addiction chez les adolescents : [psychologie de la conduite addictive : cannabis, tabac, alcool, alimentation, jeux vidéo, jeux d'argent] /  dépendance (psychologie); adolescents; toxicomanie; dépendance à internet; jeu pathologique ",,9782353272440,,,,,,,
Les amants sacrifiés /,"Kakizaki, Masasumi",9791032712160; 9791032713112,Ki-oon,,14937,9791032712160,,,,"les amants sacrifiés / kakizaki, masasumi  ",,9791032712160,Les amants sacrifiés,Masasumi Kakizaki,,2022,"Trahir son pays ou protéger son mari ?Le destin d'une Japonaise hors norme prise dans les tumultes de la Seconde Guerre mondiale.Dans les années 40, aux portes de la guerre, le Japon s'enfonce dans la dictature et ferme ses frontières. Dans ce contexte, l'entreprise de commerce international Fukuhara peine à maintenir son activité. Son président, le charismatique Yusaku, décide de chercher de nouveaux canaux d'approvisionnement en Mandchourie, province du nord de la Chine passée sous la coupe japonaise et présentée comme une terre d'abondance... Malgré l'inquiétude de sa femme, Satoko, il embarque dans un voyage de plusieurs mois avec son neveu Fumio. À leur retour, Satoko sent un changement... pire, l'odeur du secret. Fumio s'éloigne brusquement, et Yusaku annonce à son épouse qu'il compte arranger leur départ aux États-Unis, ennemi en puissance du Japon... Que leur est-il arrivé durant leur excursion en terrain conquis ? (fnac.ch)",,
Nos étoiles contraires /,"Green, John, 1977-",9782092543030; 2092543032,Nathan,Cancer; Ouvrages pour la jeunesse,14938,9782092543030,,,,"nos étoiles contraires / green, john, 1977- cancer; ouvrages pour la jeunesse ",,9782092543030,Nos étoiles contraires,John Green,,2013-02-21,"Hazel, 16 ans, est atteinte d'un cancer. Son dernier traitement semble avoir arrêté l'évolution de la maladie mais elle se sait condamnée. Dans le groupe de soutien fréquenté par d'autres jeunes malades, elle rencontre Augustus, un garçon en rémission. L'attirance est immédiate mais elle a peur de s'engager dans une relation dont le temps est compté.",Cancer,
One of us is lying /,"McManus, Karen M.",9780141375007; 0141375000; 9780141375632; 0141375639,Penguin books,,14939,9780141375007,,,,"one of us is lying / mcmanus, karen m.  ",,9780141375007,,,,,,,
"L'enfant et la souffrance de la séparation : divorce, adoption, placement /","Berger, Maurice, 1946-",9782100802517; 2100802518,Dunod,Famille--Relations; Souffrance--Chez l'enfant; Divorce; Séparation; Placement d'enfants,14940,9782100802517,,,,"l'enfant et la souffrance de la séparation : divorce, adoption, placement / berger, maurice, 1946- famille--relations; souffrance--chez l'enfant; divorce; séparation; placement d'enfants ",,9782100802517,L'enfant et la souffrance de la séparation,Maurice Berger,,2020-03-11,,,
My missing piece /,"Black, Acacia",9782380157482; 2380157480; 9782380157680; 2380157685,Nisha et caetera; Editions de l'Opportun,Roman sentimental français; Amitié,14941,9782380157482,,,,"my missing piece / black, acacia roman sentimental français; amitié ",,9782380157482,My Missing Piece Tome 1,Acacia Black,Companyédition L'Opportun/Nisha et caetera,2023-05-10,,,
Psychologie et pratiques sportives : concepts et applications /,"Bakker, Frank C",2711411966; 9782711411962,Vigot,psychologie--sport,14942,2711411966,,,,"psychologie et pratiques sportives : concepts et applications / bakker, frank c psychologie--sport ",,2711411966,Psychologie sportive,H. T. A. Whiting,,1976,,,
Le football dans tous ses états : évolutions et questions d'actualité /,,9782804190804; 2804190803,De Boeck,Football; Joueurs de football; Supporters; Santé; Économie politique; Médias,14943,9782804190804,,,,le football dans tous ses états : évolutions et questions d'actualité /  football; joueurs de football; supporters; santé; économie politique; médias ,,9782804190804,Le football dans tous ses états,"Bachir Zoudji, Didier Rey",,2015,"Cet ouvrage se veut à la fois scientifique et en même temps accessible à tous. Il rend compte de la multiplicité des acteurs et des champs de recherches sur le ballon rond, car le football ce n'est pas uniquement le jeu mais aussi différents acteurs qui se cachent derrière la magie du terrain. En d'autres termes, l'objectif et l'originalité de ce travail étant de disposer de plusieurs grilles de lecture pour comprendre l'environnement du premier sport mondial. Enfin, ce livre se veut aussi un outil de travail et de référence pour les chercheurs et pour les étudiants. Il sera également accessible à tous les professionnels et amateur du football.",,
Entraînement mental et coaching du sportif : apprendre à mieux se connaître et à créer les conditions optimales de performance /,"Le Deuff, Hervé",9782851809490; 2851809490,Amphora,Entraînement (sports)--Aspect psychologique; Entraînement mental; Sportifs de haut niveau; Performance (sports)--Aspect psychologique,14944,9782851809490,,,,"entraînement mental et coaching du sportif : apprendre à mieux se connaître et à créer les conditions optimales de performance / le deuff, hervé entraînement (sports)--aspect psychologique; entraînement mental; sportifs de haut niveau; performance (sports)--aspect psychologique ",,9782851809490,Entraînement mental et coaching du sportif,Hervé Le Deuff,,2016-10-14,"Entraînement mental du sportif s'est imposé comme un manuel de référence ayant séduit près de 30000 sportifs et entraîneurs et sportifs depuis sa parution il y a une dizaine d'années. Hervé Le Deuff présente de manière pratique, simple et concrète, un ensemble d'approches, de techniques et de conseils qui permettent aux sportifs d'évaluer, d'améliorer et de renforcer les qualités mentales générales et spécifiques à leur discipline. Le sportif bénéficie également d'un ensemble d'exercices pour une mise en application simple et rapide des différentes techniques présentées. Cette nouvelle édition complétée va encore plus loin dans l'analyse des facteurs de performance et traite des nouvelles thématiques qui séduiront les encadrants et les spécialistes de la performance sportive. La communication, le coaching, la gestion d'un groupe et de l'entraînement en fonction de la personnalité des sportifs sont également détaillés de façon pragmatique et résolument accessible.",,
Macbeth : the graphic novel /,"Shakespeare, William, 1564-1616",9781906332037; 1906332037,Classical Comics,"Shakespeare, William.--""Macbeth""; Bandes dessinées",14945,9781906332037,,,,"macbeth : the graphic novel / shakespeare, william, 1564-1616 shakespeare, william.--""macbeth""; bandes dessinées ",,9781906332037,Macbeth,William Shakespeare,Classical Comics,2008,"""This full colour graphic novel presents ""The Scottish Play"" just as Shakespeare intended: in its original and unabridged format. Ideal for purists, students and readers who will appreciate the unaltered text."" ""Macbeth is probably the most dramatic of Shakespeare's tragedies and this version will give you a brand new and totally fulfilling view of the sheer genius of Shakespeare's story telling. Featuring stunning artwork, and full of action, atmosphere and intrigue from start to finish, this new treatment of The Bard's tragedy will have you on the edge of your seat.""--BOOK JACKET.",Drama,http://books.google.com/books/content?id=kti7vZn1DH0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Physiologie du sport et de l'exercice /,"Kenney, W. Larry",9782807306080; 280730608X,De Boeck Supérieur,Energy Metabolism; Athletic Performance; Sports--physiology; Exercise--physiology; Physical Endurance; Physical Fitness; Exercices physiques--Aspect physiologique; Sports--Physiologie; Condition physique; Aptitude sportive; Manuels d'enseignement supérieur,14946,9782807306080,,,,"physiologie du sport et de l'exercice / kenney, w. larry energy metabolism; athletic performance; sports--physiology; exercise--physiology; physical endurance; physical fitness; exercices physiques--aspect physiologique; sports--physiologie; condition physique; aptitude sportive; manuels d'enseignement supérieur ",,9782807306080,Physiologie du sport et de l'exercice,"Jack H Wilmore, David L Costill, Larry Kenney",De Boeck Superieur,2017-05-09,"Cet ouvrage de référence, rédigé par trois auteurs renommés, présente les bases de la physiologie de l’exercice. Comment le corps parvient-il à répondre à cette sollicitation physiologique intense qu’exige l’activité physique ? C’est la question fondamentale à laquelle ce livre veut répondre.",Medical,http://books.google.com/books/content?id=KN7GDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
