Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y
Assassination classroom /,"Matsui, Yusei",9782505019442; 2505019444; 9782505019459; 2505019452; 9782505060055; 2505060053; 9782505060413; 250506041X; 9782505060420; 2505060428; 9782505060437; 2505060436; 9782505061724; 2505061726; 9782505063216; 2505063214; 9782505063322; 250506332X; 978250506265,Kana,Écoles; Élèves; Bandes dessinées; Mangas,13587,9782505019442,,,,"assassination classroom / matsui, yusei écoles; élèves; bandes dessinées; mangas ",
Raison et sentiments /,"Austen, Jane 1775-1817",9782264058256; 2264058250,10/18,,13588,9782264058256,"{'description': ""En amour, comme en tout, rien n'a changé depuis le XIXe siècle de Lady Jane. Si la fougueuse Marianne s'abandonne à une passion qui menace de lui brûler les ailes, la sage Elinor prend le risque de perdre l'amour à force de tempérance. Raison et sentiments: impossible équation? Les deux jeunes femmes devront apprendre de leurs vacillements. Pour le meilleur et pour le pire."", 'categories': ['Domestic fiction'], 'avg_rating': 0, 'page_count': 382}","En amour, comme en tout, rien n'a changé depuis le XIXe siècle de Lady Jane. Si la fougueuse Marianne s'abandonne à une passion qui menace de lui brûler les ailes, la sage Elinor prend le risque de perdre l'amour à force de tempérance. Raison et sentiments: impossible équation? Les deux jeunes femmes devront apprendre de leurs vacillements. Pour le meilleur et pour le pire.",['Domestic fiction'],"raison et sentiments / austen, jane 1775-1817  ",
Pensée et langage /,"Vygotskiĭ, Lev Semenovich, 1896-1934",2843030048; 9782843030048,La Dispute,"langage--pensée--* psychologie génétique; enfant--langage--pensée--Piaget, Jean",13589,2843030048,,,,"pensée et langage / vygotskiĭ, lev semenovich, 1896-1934 langage--pensée--* psychologie génétique; enfant--langage--pensée--piaget, jean ",
"Droit fiscal 2023 : LIFD, LHID, LIA, LT, LTVA, MC-OCDE, Lois VD et GE avec ordonnances, circulaires, notices, lettres-circulaires et diverses pages pratiques : recueil de textes avec renvois, index et remarques /",,9783725597093; 372559709X,Schulthess Editions romandes,Abgaberecht; Steuer; Bundesrecht; kantonales Recht; international; Verwaltungsverordnung; Bundesbehörde; Steuerbehörde; Gesetzessammlung; Schweiz; Waadt; Genf(Kanton); Textreproduktion,13590,9783725597093,,,,"droit fiscal 2023 : lifd, lhid, lia, lt, ltva, mc-ocde, lois vd et ge avec ordonnances, circulaires, notices, lettres-circulaires et diverses pages pratiques : recueil de textes avec renvois, index et remarques /  abgaberecht; steuer; bundesrecht; kantonales recht; international; verwaltungsverordnung; bundesbehörde; steuerbehörde; gesetzessammlung; schweiz; waadt; genf(kanton); textreproduktion ",
Ecrire l'expérience : vers la reconnaissance des pratiques professionnelles /,"Cifali, Mireille 1946-....",9782130559436; 2130559433,Presses Universitaires de France,écriture--pratique professionnelle; écrit professionnel; Art d'écrire; Communication écrite--Aspect social; Écrivains amateurs,13591,9782130559436,,,,"ecrire l'expérience : vers la reconnaissance des pratiques professionnelles / cifali, mireille 1946-.... écriture--pratique professionnelle; écrit professionnel; art d'écrire; communication écrite--aspect social; écrivains amateurs ",
Les reformulations pluri-sémiotiques en contexte de formation /,,9782848672854; 2848672854,Presses univ de Franche-Comté,enseignement--reformulation (linguistique)--[études diverses]; didactique--reformulation (linguistique)--[études diverses],13592,9782848672854,,,,les reformulations pluri-sémiotiques en contexte de formation /  enseignement--reformulation (linguistique)--[études diverses]; didactique--reformulation (linguistique)--[études diverses] ,
"La compétence des familles : temps, chaos, processus /","Ausloos, Guy",9782865863648; 2865863646,Erès,chaos--processus--relations familiales--temps (durée); chaos--processus--système dynamique complexe--thérapie familiale; famille--processus--psychopathologie--temps (durée),13593,9782865863648,,,,"la compétence des familles : temps, chaos, processus / ausloos, guy chaos--processus--relations familiales--temps (durée); chaos--processus--système dynamique complexe--thérapie familiale; famille--processus--psychopathologie--temps (durée) ",
Master i Margarita /,"Bulgakov, Mikhail Afanasʹevich",9785389083639; 5389083636,"Izdatelʹstvo ""Azbuka""",,13594,9785389083639,,,,"master i margarita / bulgakov, mikhail afanasʹevich  ",
Muscler son cerveau avec le mind mapping /,"Buzan, Tony",9782212540024; 2212540027,Eyrolles,intelligence - développement--* méthodologie; apprentissage (psychologie)--carte heuristique; mémoire--visualisation,13595,9782212540024,,,,"muscler son cerveau avec le mind mapping / buzan, tony intelligence - développement--* méthodologie; apprentissage (psychologie)--carte heuristique; mémoire--visualisation ",
Théâtre complet /,"Shakespeare, William, 1564-1616",2705001050/vol.; 2705000291/vol.3,Garnier,,13596,2705001050,,,,"théâtre complet / shakespeare, william, 1564-1616  ",
De l' âme /,Aristoteles,2081421542; 9782081421547,Flammarion,Âme--Grèce antique,13597,2081421542,,,,de l' âme / aristoteles âme--grèce antique ,
Vorlesungen über die Ästhetik /,"Hegel, Georg Wilhelm Friedrich, 1770-1831",,Suhrkamp,,13598,,,,,"vorlesungen über die ästhetik / hegel, georg wilhelm friedrich, 1770-1831  ",
Briefausgabe /,"Heidegger, Martin",9783495483541; 3495483543; 9783495484098; 3495484094; 9783495486283; 3495486283; 9783495488133; 3495488138,Karl Alber,"Heidegger, Martin; Heidegger, Martin,--1889-1976--Correspondence.; Philosophes--Allemagne--20e siècle; Philosophers--Germany--Correspondence; Correspondance",13599,9783495483541,,,,"briefausgabe / heidegger, martin heidegger, martin; heidegger, martin,--1889-1976--correspondence.; philosophes--allemagne--20e siècle; philosophers--germany--correspondence; correspondance ",
Dictionnaire Hegel /,"Béguin, Victor",9782340065604; 2340065607,Ellipses,"Hegel, Georg Wilhelm Friedrich--Glossaires et lexiques",13600,9782340065604,,,,"dictionnaire hegel / béguin, victor hegel, georg wilhelm friedrich--glossaires et lexiques ",
Esthétique /,"Hegel, Georg Wilhelm Friedrich, 1770-1831",9782253067184; 2253067180; 9782253067191; 2253067199,Librairie Générale Française,,13601,9782253067184,,,,"esthétique / hegel, georg wilhelm friedrich, 1770-1831  ",
Comment regarder... la mode : histoire de la silhouette /,"Örmen, Catherine",9782754107204; 2754107207,Hazan,Mode; Histoire,13602,9782754107204,,,,"comment regarder... la mode : histoire de la silhouette / örmen, catherine mode; histoire ",
Le jour où j'ai appris à vivre : roman /,"Gounelle, Laurent",9782366580983; 2366580983,Kero; Plon,,13603,9782366580983,,,,"le jour où j'ai appris à vivre : roman / gounelle, laurent  ",
La figlia prodiga /,"Ceresa, Alice",9788894814477; 8894814475,La tartaruga,,13604,9788894814477,,,,"la figlia prodiga / ceresa, alice  ",
"Sur la législation et l'infanticide : vérités, recherches et visions /","Pestalozzi, Johann Heinrich",3906770206; 9783906770208,P Lang,"infanticide--Pestalozzi, Johann Heinrich--[études diverses]; infanticide--mère célibataire--Suisse--18e s. / 19e s.--[études diverses]",13605,3906770206,,,,"sur la législation et l'infanticide : vérités, recherches et visions / pestalozzi, johann heinrich infanticide--pestalozzi, johann heinrich--[études diverses]; infanticide--mère célibataire--suisse--18e s. / 19e s.--[études diverses] ",
"Langenscheidt, Taschenwörterbuch Deutsch als Fremdsprache : das einsprachige Lernerwörterbuch für Einsteiger ; [neu mit Übungen und Rätseln] /",,9783468490446; 3468490445,Langenscheidt,[Dictionnaires allemands],13606,9783468490446,,,,"langenscheidt, taschenwörterbuch deutsch als fremdsprache : das einsprachige lernerwörterbuch für einsteiger ; [neu mit übungen und rätseln] /  [dictionnaires allemands] ",
Cuchulainn : mythes guerriers et sociétés celtiques /,"Luginbühl, Thierry",2884741224; 9782884741224,Infolio,Celte (peuple)--mythe; Celte (peuple)--mythe--société (milieu humain),13607,2884741224,,,,"cuchulainn : mythes guerriers et sociétés celtiques / luginbühl, thierry celte (peuple)--mythe; celte (peuple)--mythe--société (milieu humain) ",
"Psychologie des émotions : nouvelles perspectives pour la cognition, la personnalité et la santé /",,9782804171780; 2804171787,De Boeck Université,Émotions; Psychologie; Emotions--physiology; [Études diverses],13608,9782804171780,,,,"psychologie des émotions : nouvelles perspectives pour la cognition, la personnalité et la santé /  émotions; psychologie; emotions--physiology; [études diverses] ",
Psychologie de la motivation et des émotions /,"Reeve, Johnmarshall",9782807302631; 2807302637,De Boeck Supérieur,Émotions; Motivation (psychologie); Manuels d'enseignement supérieur,13609,9782807302631,,,,"psychologie de la motivation et des émotions / reeve, johnmarshall émotions; motivation (psychologie); manuels d'enseignement supérieur ",
La sculpture grecque archaïque /,"Boardman, John, 1927-",2878110765; 9782878110760,Thames & Hudson,sculpture grecque antique--époque archaïque grecque--[manuel],13610,2878110765,,,,"la sculpture grecque archaïque / boardman, john, 1927- sculpture grecque antique--époque archaïque grecque--[manuel] ",
Choisir l'étude de cas comme méthode de recherche /,"Albarello, Luc",9782804165888; 2804165884,De Boeck Université,étude de cas--sciences sociales--* méthodologie,13611,9782804165888,,,,"choisir l'étude de cas comme méthode de recherche / albarello, luc étude de cas--sciences sociales--* méthodologie ",
L'entretien de recherche qualitatif /,"Boutin, Gérald",276050817X; 9782760508170,Presses de l'Université du Québec,entretien--méthode qualitative--recherche sociale--* méthodologie; entretien--méthodologie--recherche qualitative--sciences sociales,13612,276050817X,,,,"l'entretien de recherche qualitatif / boutin, gérald entretien--méthode qualitative--recherche sociale--* méthodologie; entretien--méthodologie--recherche qualitative--sciences sociales ",
"Méthodes qualitatives, quantitatives et mixtes : dans la recherche en sciences humaines, sociales et de la santé /",,9782760540118; 2760540111,Presses de l'Université du Québec,Qualitative Research; Meta-Analysis as Topic; Sciences sociales; Santé; Sciences humaines; Sciences humaines--Méthodologie; Sciences humaines--Recherche; Recherche quantitative; Méthodes de recherche mixtes; Recherche qualitative,13613,9782760540118,,,,"méthodes qualitatives, quantitatives et mixtes : dans la recherche en sciences humaines, sociales et de la santé /  qualitative research; meta-analysis as topic; sciences sociales; santé; sciences humaines; sciences humaines--méthodologie; sciences humaines--recherche; recherche quantitative; méthodes de recherche mixtes; recherche qualitative ",
Manuel de recherche en sciences sociales /,"Quivy, Raymond",2100026569; 9782100026562,Dunod,recherche sociale--sciences sociales--* méthodologie; recherche scientifique--sciences sociales--[manuel]; Recherche; Sciences sociales; Méthodologie; [Manuels d'enseignement supérieur],13614,2100026569,,,,"manuel de recherche en sciences sociales / quivy, raymond recherche sociale--sciences sociales--* méthodologie; recherche scientifique--sciences sociales--[manuel]; recherche; sciences sociales; méthodologie; [manuels d'enseignement supérieur] ",
Vie de Marie d'Oignies /,"Jacobus, De Vitriaco",2742713808; 9782742713806; 2760918483; 9782760918481,Leméac et autres; Actes Sud,Marie--(d'Oignies ;--sainte)--[document],13615,2742713808,,,,"vie de marie d'oignies / jacobus, de vitriaco marie--(d'oignies ;--sainte)--[document] ",
Lettres /,"Plinius Caecilius Secundus, Caius",,Les Belles Lettres,,13616,,,,,"lettres / plinius caecilius secundus, caius  ",
Vies des douze Césars /,"Suetonius Tranquillus, Caius",,Les Belles Lettres,,13617,,,,,"vies des douze césars / suetonius tranquillus, caius  ",
Une bouteille dans la mer de Gaza /,"Zenatti, Valérie",9782211222952; 2211222951,L'École des loisirs,Conflit israélo-arabe; Roman pour la jeunesse,13618,9782211222952,,,,"une bouteille dans la mer de gaza / zenatti, valérie conflit israélo-arabe; roman pour la jeunesse ",
Pédagogie du jeu : jouer pour apprendre /,"Grandmont, Nicole de",2804125572; 9782804125578; 2893812821; 9782893812823,Les Ed Logiques; De Boeck & Larcier,jeu--jouet--* pédagogie; enfant handicapé mental--jeu--* pédagogie; jeu--pédagogie,13619,2804125572,,,,"pédagogie du jeu : jouer pour apprendre / grandmont, nicole de jeu--jouet--* pédagogie; enfant handicapé mental--jeu--* pédagogie; jeu--pédagogie ",
Le temps qui passe /,"Estellon, Pascale",9782745946973; 2745946978,Milan Jeunesse,Temps--Mesure; Ouvrages pour la jeunesse,13620,9782745946973,,,,"le temps qui passe / estellon, pascale temps--mesure; ouvrages pour la jeunesse ",
